"Mkt Al","Orig","Dest","Op Al","Stop-1 Al","Stop-1 Airport","Stop-2 Al","Stop-2 Airport","Total Pax","Pax Share","% POO Orig","% POO Dest","% POO Other","Fare","Rev","Yield","Year","Month","Class","Year-Month-Day"
"KE","NGO","SYD","OZ","KE","ICN",NULL,NULL,"1.2808","0.0001876464385103","100","0","0","404.93347907557774","518.6388","0.0521696035241254","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"KE","YNT","SYD","RS","KE","ICN",NULL,NULL,"0.2693","3.945439248191568e-05","98.16489045673973","0.9488637207575196","0.8866394355737096","496.8143334571111","133.7921","0.0583124506289336","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"KE","HGH","SYD","CA","KE","ICN",NULL,NULL,"1.7013","0.0002492527216096","98.24","0.95","0.8099999999999999","395.8492329395168","673.4583","0.0507257803597243","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"KE","PKX","SYD","MU","MU","YNT","KE","ICN","0.2939","4.305846992363542e-05","99.455597141885","0","0.5444028581150052","508.1837359646138","149.3552","0.0571944815787308","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"NZ","PEK","SYD","CA","NZ","HKG","NZ","AKL","21.1862","0.0031039311177139","98.16534310069764","0.9480173414769992","0.8870337295031672","639.3911272432055","13546.2683","0.0715854460652942","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"NZ","PVG","SYD","CX","NZ","HKG","NZ","AKL","3.474","0.0005089660582331","100","0","0","577.5934369602763","2006.5596","0.073696082403905","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","XIY","SYD","MU","MU","PVG","OZ","ICN","1.7027","0.0002494578317079","97.75452810242555","2.2454718975744403","0","467.9765666294708","796.8237","0.0533750286594352","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","WUH","SYD","TW","OZ","ICN",NULL,NULL,"3.2871","0.0004815838601088","98.16523166316814","0.9480803747984544","0.8870822305375559","442.5356697392839","1454.659","0.0543114587713251","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","CGO","SYD","ZH","ZH","SZX","OZ","ICN","1.3209","0.0001935213777547","98.16500113558936","0.9482360511772276","0.8871572412748883","457.8386706033765","604.7591","0.0537377709894126","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","SHE","SYD","KE","OZ","ICN",NULL,NULL,"0.4438","6.501990116403335e-05","100","0","0","470.7710680486706","208.9282","0.0532829833896421","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","TYN","SYD","MU","MU","PVG","OZ","ICN","1.6396","0.0002402132265627","98.16534215662357","0.9481257623810684","0.886926079531593","472.7240790436692","775.0784","0.0532228888522087","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","NKG","SYD","OZ","OZ","ICN",NULL,NULL,"7.6696","0.0011236517214233","98.16530131949516","0.9480747366225096","0.8870180974235945","437.2719568165224","3353.701","0.0545160907295661","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","NKG","SYD","SC","SC","TAO","OZ","ICN","0.1341","1.964661727376492e-05","98.16697240865028","0.9455630126771069","0.8878598061148397","437.565249813572","58.6775","0.0545526565037674","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","FOC","SYD","MU","MU","PVG","OZ","ICN","0.3424","5.016406975792028e-05","98.16454731308411","0.9488317757009348","0.8870151869158879","411.94567757009344","141.0502","0.055549300329965","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","KWE","SYD","SC","SC","TAO","OZ","ICN","0.8044","0.0001178504021999","98.16573097961214","0.9476442068622576","0.8870188960716061","443.49987568373945","356.7513","0.0542797017046304","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","PVG","SYD","AC","OZ","ICN",NULL,NULL,"0.1733","2.5389700026424015e-05","98.45195614541258","0.844339296018465","0.7037045585689555","429.5724177726486","74.4449","0.0548098407510041","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","PVG","SYD","MU","OZ","ICN",NULL,NULL,"0.7946","0.0001164146315118","98.45","0.84","0.7000000000000001","534.5967782532092","424.7906","0.0682100690588703","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","PVG","SYD","9C","OZ","ICN",NULL,NULL,"0.3162","4.632558077527567e-05","98.45504743833018","0.8428874130297281","0.7020651486401014","429.5743200506009","135.8314","0.05481008346573","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","TAO","SYD","SC","OZ","ICN",NULL,NULL,"0.4127","6.0463526837306365e-05","100","0","0","453.12672643566754","187.0054","0.0539076954361222","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","TAO","SYD","RS","OZ","ICN",NULL,NULL,"1.2178","0.0001784164840864","100","0","0","412.7080801445229","502.5959","0.049099159662162","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","NGO","SYD","KE","OZ","ICN",NULL,NULL,"1.1543","0.0001691132760559","97.77","2.2299999999999995","0","404.9087758814866","467.3862","0.052166420888191","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","NGO","SYD","OZ","OZ","ICN",NULL,NULL,"3.5683","0.0005227816884263","97.35098310119665","2.649016898803352","0","426.4230305747835","1521.6053","0.0549382098250521","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","CZX","SYD","SC","SC","TAO","OZ","ICN","0.1375","2.014474179823025e-05","98.16647272727272","0.9476654545454546","0.8862545454545454","436.5716363636363","60.0286","0.0545821000488749","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","TPE","SYD","OZ","OZ","ICN",NULL,NULL,"2.8154","0.0004124764076999","96.16017475314344","3.839825246856575","0","405.37763728067057","1141.3002","0.0558390567300686","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"OZ","WEH","SYD","7C","OZ","ICN",NULL,NULL,"1.8968","0.0002778948817664","98.36","0.8699999999999999","0.7699999999999999","413.2946541543653","783.9373","0.0490468661394269","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"PR","MNL","SYD","PR","QF","BNE",NULL,NULL,"2.3427","0.0003432224480779","100","0","0","362.12699022495417","848.3549","0.058008579241184","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CI","TPE","SYD","CI","ZL","BNE",NULL,NULL,"0.768","0.0001125175396439","96.16","3.84","0","499.2013020833333","383.3866","0.0687628701320188","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CI","TPE","SYD","CI","ZL","MEL",NULL,NULL,"0.4959","7.265292696539914e-05","96.16","3.84","0","499.2064932446058","247.5565","0.0687635851925503","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CI","TPE","SYD","CI","VA","BNE",NULL,NULL,"5.1123","0.0007489888254188","96.16030064745809","3.839699352541909","0","595.6888093421747","3045.3399","0.0820536165770158","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"QF","SUB","SYD","QF","QF","SIN",NULL,NULL,"22.6001","0.0033110776662849","100","0","0","364.910332255167","8247.01","0.0742451759745476","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"QF","SUB","SYD","GA","QF","DPS",NULL,NULL,"1.4088","0.0002063993617843","100","0","0","364.9065161839864","514.0803","0.0742443995512698","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"QF","CMB","SYD","QF","QF","SIN","QF","MEL","1.183","0.0001733180330713","100","0","0","559.43617920541","661.813","0.0638650605267807","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"QF","LZH","SYD","MF","MF","XMN","QF","MNL","0.3045","4.461144638226263e-05","98.1656551724138","0.9477241379310344","0.8870147783251231","512.0380952380953","155.9156","0.0655336190741372","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","SHE","SYD","CZ","CZ","HFE","CZ","CAN","0.4585","6.717355719628052e-05","100","0","0","424.44209378407845","194.6067","0.0480393604617688","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","CGQ","SYD","CZ","CZ","CAN","QF","AKL","0.6615","9.691452145112226e-05","98.16526379440666","0.9478654572940288","0.887265306122449","382.3325774754347","252.913","0.0424384509954753","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","CGQ","SYD","CZ","CZ","CKG","CZ","CAN","0.2099","3.075186402508021e-05","98.1661648404002","0.9463315864697476","0.8878989995235826","382.3687470223916","80.2592","0.0424424657711877","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","CGQ","SYD","CZ","CZ","TAO","CZ","CAN","0.5094","7.463077434195265e-05","98.27","0.7500000000000001","0.98","429.1266195524146","218.5971","0.0476325327414696","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TYN","SYD","AQ","CZ","CAN",NULL,NULL,"0.4476","6.557662857372989e-05","98.16516309204648","0.9488136729222518","0.8864164432529043","378.1758266309205","169.2715","0.0425779241626281","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TSN","SYD","GS","CZ","CAN",NULL,NULL,"1.1466","0.0001679851705152","100","0","0","423.7457701029129","485.8669","0.0481095219186303","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TSN","SYD","CA","CZ","CAN",NULL,NULL,"0.9141","0.0001339222434746","100","0","0","423.7047368996827","387.3085","0.048104863257873","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TSN","SYD","CZ","CZ","DLC","CZ","CAN","0.4299","6.298345090224862e-05","100","0","0","423.7743661316585","182.1806","0.0481127685381101","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","HAK","SYD","AQ","CZ","CAN",NULL,NULL,"0.3774","5.529182221565161e-05","98.34","1","0.6599999999999999","383.1611022787493","144.605","0.0520518736588802","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","HAK","SYD","HU","CZ","CAN",NULL,NULL,"0.362","5.3035611134249824e-05","98.34","1","0.66","383.1320441988951","138.6938","0.0520479261613593","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","HAK","SYD","ZH","CZ","CAN",NULL,NULL,"1.5079","0.0002209182266003","98.16557530340208","0.9479136547516414","0.8869049671728894","327.7230585582598","494.1736","0.0445206967453765","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","HRB","SYD","ZH","CZ","CAN",NULL,NULL,"0.438","6.417015932818073e-05","98.16503881278538","0.9478538812785388","0.8875022831050229","387.2600456621005","169.6199","0.0422680898373276","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TNA","SYD","CZ","CZ","KWE","CZ","CAN","0.3805","5.574599457619353e-05","100","0","0","417.895926412615","159.0094","0.0486361657847977","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TNA","SYD","SC","CZ","CAN",NULL,NULL,"1.0266","0.0001504043049459","100","0","0","417.86070524060005","428.9758","0.0486320666236118","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","KWE","SYD","CZ","CZ","CGO","CZ","CAN","0.4959","7.265292696539914e-05","98.28","0.92","0.8","406.2072998588425","201.4382","0.0497154842097507","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","KWL","SYD","CZ","CZ","NKG","CZ","CAN","0.5288","7.74730142756666e-05","98.91","0.37","0.72","397.4164145234493","210.1538","0.0505616524263277","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","LHW","SYD","MU","CZ","CAN",NULL,NULL,"0.8574","0.0001256152844931","98.68","0.63","0.69","435.03673897830646","373.0005","0.0471350124198665","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","LUM","SYD","MU","CZ","CAN",NULL,NULL,"0.6009","8.803618433859315e-05","98.16513729405892","0.9480978532201696","0.8871592611083376","366.4187052754202","220.181","0.0429750900273593","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","PVG","SYD","ZH","CZ","CAN",NULL,NULL,"0.8225","0.0001205021827566","98.45","0.84","0.7","534.5835866261398","439.695","0.0682083859178003","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TAO","SYD","MU","MU","HFE","CZ","CAN","0.1464","2.144865599462479e-05","100","0","0","362.6714480874317","53.0951","0.0431463889156633","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TAO","SYD","9C","9C","SHA","CZ","CAN","0.5948","8.714249033881712e-05","100","0","0","362.495292535306","215.6122","0.0431254319972134","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TAO","SYD","SC","CZ","CAN",NULL,NULL,"0.9356","0.0001370721485558","100","0","0","412.7250961949552","386.1456","0.0491011840319702","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","WNZ","SYD","CZ","CZ","CGO","CZ","CAN","0.4079","5.976029221453177e-05","98.45","0.88","0.6700000000000002","388.7256680558961","158.5612","0.0514468436581359","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","WNZ","SYD","KN","CZ","CAN",NULL,NULL,"1.1149","0.0001633408918607","98.45","0.8799999999999999","0.67","388.7597990851197","433.4283","0.0514513608121822","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","WNZ","SYD","ZH","CZ","CAN",NULL,NULL,"0.6459","9.462900892710488e-05","98.45","0.88","0.6699999999999999","388.73680136244","251.0851","0.0514483171226591","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","XMN","SYD","CZ","CZ","CAN",NULL,NULL,"2.3285","0.0003411420456522","96.68430878247798","0","3.31569121752201","327.32694867940734","762.1808","0.0445350417443675","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","ZUH","SYD","CZ","CZ","WUH","CZ","CAN","0.3961","5.803150710021093e-05","98.93","0.26","0.8199999999999998","383.5162837667256","151.9108","0.0520091596812738","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","YNT","SYD","CZ","CZ","CGQ","CZ","CAN","0.4596","6.733471513066636e-05","98.91","0.37","0.72","415.9094865100087","191.152","0.0488164285226157","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","RGN","SYD","8M","CZ","CAN",NULL,NULL,"0.9905","0.0001451153945537","100","0","0","462.921554770318","458.5238","0.0571293182525935","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","JUZ","SYD","CZ","CZ","CAN",NULL,NULL,"11.3113","0.0016571870392896","98.36","0.8700000000000001","0.7700000000000001","393.7290497113506","4453.5874","0.0509373075554086","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","KOW","SYD","CZ","CZ","CAN",NULL,NULL,"0.7077","0.0001036831546953","98.36","0.8700000000000001","0.77","391.4849512505299","277.0539","0.0511690092674313","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","DYG","SYD","CZ","CZ","CAN",NULL,NULL,"6.4078","0.0009387889199614","98.36","0.8700000000000001","0.7699999999999999","406.7294859390118","2606.2412","0.0496620131104308","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","HLD","SYD","CZ","CZ","CAN",NULL,NULL,"4.0759","0.0005971487497847","98.16528545842635","0.9480208052209328","0.8870880051031674","405.26055595083295","1651.8015","0.0416915950238546","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","HLD","SYD","ZH","CZ","CAN",NULL,NULL,"0.7705","0.0001128838076766","98.93","0.22","0.8500000000000001","447.8772225827385","345.0894","0.0460758282792114","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","HGH","SYD","FM","CZ","CAN",NULL,NULL,"0.9484","0.0001389474408832","98.17","0.98","0.84","395.8300295234078","375.4052","0.0507233195534712","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","HLH","SYD","CZ","CZ","HET","CZ","CAN","0.4158","6.091769919784828e-05","98.36","0.8699999999999999","0.7699999999999999","437.7628667628668","182.0218","0.0469069207611209","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","WEH","SYD","CZ","CZ","WUH","CZ","CAN","0.3671","5.3782797920947815e-05","98.36","0.8699999999999999","0.77","413.33315172977393","151.7346","0.0490514347575031","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","WEH","SYD","MU","CZ","CAN",NULL,NULL,"0.852","0.0001248241455424","98.36","0.8700000000000001","0.77","413.2723004694836","352.108","0.0490442133633043","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","NNY","SYD","9C","CZ","CAN",NULL,NULL,"1.3983","0.000204861036047","98.16534649216906","0.9480891082028178","0.8869584495458771","363.6429950654366","508.482","0.0430805110788278","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","LZO","SYD","CA","CZ","CAN",NULL,NULL,"1.001","0.0001466537202911","98.36","0.8700000000000001","0.77","414.4905094905095","414.905","0.0489364357133619","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","LYI","SYD","CZ","CZ","KWE","CZ","CAN","0.4206","6.162093382062286e-05","98.36","0.8700000000000001","0.7700000000000001","411.5718021873514","173.1071","0.049199472975945","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","LXA","SYD","CA","CA","CKG","CZ","CAN","0.1474","2.1595163207702828e-05","98.16468792401628","0.9491655359565808","0.8865400271370419","396.24151967435546","58.406","0.0419585999726625","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","XIC","SYD","CZ","CZ","CAN",NULL,NULL,"0.3214","4.708741828328148e-05","98.165426260112","0.947321095208463","0.8876477909147479","368.261356565028","118.3592","0.0429318944445924","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","HTN","SYD","CZ","CZ","CTU","CZ","CAN","0.3653","5.351908493740735e-05","98.36","0.8699999999999999","0.7699999999999999","482.4108951546674","176.2247","0.0434303436728957","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","KHG","SYD","CZ","CZ","URC","CZ","CAN","0.5832","8.544300666711188e-05","98.16540809327844","0.947818930041152","0.8871673525377228","452.6913580246913","264.0096","0.0403513653529213","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","JZH","SYD","CZ","CZ","CAN",NULL,NULL,"11.4483","0.0016772585274813","98.16532183817684","0.9480189198396268","0.8870534489836919","379.0095996785549","4339.0156","0.0425484455292522","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","DOY","SYD","HU","CZ","CAN",NULL,NULL,"0.9767","0.0001430935950133","98.36","0.8699999999999999","0.7699999999999999","417.8538957714754","408.1179","0.0486312741141655","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","JGS","SYD","AQ","CZ","CAN",NULL,NULL,"0.2057","3.0136533730152452e-05","98.16615945551774","0.947360233349538","0.8868740884783667","341.0150704910063","70.1468","0.0439711434294614","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","WUX","SYD","CZ","CZ","CAN",NULL,NULL,"3.732","0.0005467649192072","98.16537995712754","0.9479847266881029","0.8870294748124329","346.7132636655948","1293.9339","0.0437259251594845","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","WNH","SYD","CZ","CZ","CAN",NULL,NULL,"4.2903","0.0006285598962687","98.36","0.8699999999999999","0.7699999999999999","403.29939631261215","1730.2754","0.0499897518144309","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","HUZ","SYD","CZ","CZ","WUH","CZ","CAN","0.374","5.479369769118628e-05","98.36","0.8699999999999999","0.77","384.2497326203208","143.7094","0.0519160064463185","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","JIQ","SYD","HU","CZ","CAN",NULL,NULL,"0.6541","9.583036807434478e-05","98.36","0.8699999999999999","0.7699999999999999","410.268919125516","268.3569","0.0493284223162332","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","HIA","SYD","MU","CZ","CAN",NULL,NULL,"1.0125","0.0001483385532415","98.36","0.8700000000000001","0.77","407.3216790123457","412.4132","0.0496075963217792","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","LFQ","SYD","CZ","CZ","CAN",NULL,NULL,"2.9397","0.0004306872542855","98.1653413613634","0.947965778820968","0.8870871177331019","374.75208354594","1101.6587","0.0426952966883568","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","WMT","SYD","CZ","CZ","CAN",NULL,NULL,"2.3568","0.0003452881997823","98.16541963679566","0.9479285471826208","0.8870459945689071","359.6132892057027","847.5366","0.0432378748999058","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","PKX","SYD","CZ","CZ","WUH","CZ","CAN","0.4097","6.002400519807225e-05","98.28","0","1.72","425.85428362216254","174.4725","0.0479285605896434","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","PKX","SYD","CZ","CZ","KWE","CZ","CAN","0.0582","8.526719801141823e-06","99.48453608247422","0","0.5154639175257731","378.340206185567","22.0194","0.042581000574722","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TFU","SYD","AQ","CZ","CAN",NULL,NULL,"1.1076","0.0001622713892052","98.13","1.05","0.8200000000000001","419.18472372697727","464.289","0.0485135613049047","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TFU","SYD","HU","CZ","CAN",NULL,NULL,"0.733","0.0001073897871862","98.16510095497954","0.9482237380627558","0.8870695770804913","370.2540245566167","271.3962","0.0428506581991149","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","TFU","SYD","ZH","CZ","CAN",NULL,NULL,"0.6555","9.603547817265404e-05","98.13","1.05","0.8200000000000001","419.1961861174676","274.7831","0.0485148878832656","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","DZH","SYD","CA","CZ","CAN",NULL,NULL,"0.809","0.0001185243353801","98.36","0.8699999999999999","0.7699999999999999","416.2432632880098","336.7408","0.0487726893970386","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"CZ","DZH","SYD","CZ","CZ","CAN",NULL,NULL,"7.0941","0.0010393368202969","98.36","0.8700000000000001","0.7699999999999999","416.26520629819146","2953.027","0.0487752605368369","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","XIY","SYD","MU","MU","PVG",NULL,NULL,"1.4495","0.0002123622053566","97.75456226284923","2.2454377371507417","0","374.3843394273888","542.6701","0.0427003749151449","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","XIY","SYD","HO","MU","PVG",NULL,NULL,"0.1144","1.676042517612757e-05","97.74744755244755","2.252552447552448","0","374.1416083916084","42.8018","0.0426726902469047","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","CKG","SYD","3U","MU","PVG",NULL,NULL,"0.4308","6.311530739401884e-05","100","0","0","414.3066388115135","178.4833","0.0489612417681238","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","INC","SYD","MU","MU","PVG",NULL,NULL,"1.4489","0.0002122743010287","98.1655179791566","0.947873559251846","0.8870025536613982","389.8504382635102","564.8543","0.0421877099925847","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","INC","SYD","MU","MU","PVG",NULL,NULL,"0.135","1.977847376553516e-05","98.16682222222222","0.9473629629629629","0.8862074074074072","390.1022222222222","52.6638","0.0422149568226211","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","INC","SYD","9C","MU","PVG",NULL,NULL,"0.3999","5.858823450990747e-05","98.17000000000002","1.0100000000000002","0.8200000000000001","435.28157039259816","174.0691","0.0471040451785445","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","INC","SYD","HO","MU","PVG",NULL,NULL,"0.6826","0.000100005823647","98.17000000000002","1.01","0.8200000000000001","435.3420744213302","297.1645","0.047110592628969","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","CTU","SYD","MU","MU","PVG","TN","AKL","0.7389","0.0001082541797433","98.16588983624308","0.9476262011097578","0.8868777913114089","372.0346460955475","274.8964","0.0427857876727331","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","PEK","SYD","CA","CA","DLC","MU","PVG","2.9826","0.0004369724137265","98.16518842620532","0.948116743780594","0.8870891168778917","379.7349292563536","1132.5974","0.0425146567400664","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","WUH","SYD","MU","MU","INC","MU","PVG","0.31","4.541723605419184e-05","98.04","0.89","1.0699999999999998","405.6170967741936","125.7413","0.0497805210625728","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","XNN","SYD","MU","MU","PVG",NULL,NULL,"0.1338","1.960266510984151e-05","98.16530642750374","0.9468535127055304","0.8882361733931241","392.2264573991032","52.4799","0.0420856882430253","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","XNN","SYD","HO","MU","PVG",NULL,NULL,"0.3853","5.644922919896811e-05","98.91","0.37","0.72","437.424604204516","168.5397","0.0469354251226555","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","KMG","SYD","MU","MU","PVG",NULL,NULL,"1.0159","0.0001488366777659","98.16563638153362","0.9479614135249532","0.8867959444827246","358.67939757850183","364.3824","0.0432763192487208","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","KMG","SYD","MU","MU","PVG","TN","AKL","1.657","0.0002427624520703","98.16552564876282","0.94786904043452","0.8869993964996983","358.6671695835848","594.3115","0.043274843884885","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","KMG","SYD","FM","MU","PVG",NULL,NULL,"0.1119","1.6394157143432472e-05","98.16670241286862","0.9471134941912422","0.8865773011617516","358.7176050044683","40.1405","0.0432809291504184","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","CAN","SYD","CZ","MU","PVG",NULL,NULL,"0.321","4.702881539805026e-05","96.77","2.17","1.06","387.2953271028037","124.3218","0.0515982329148162","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","CAN","SYD","ZH","MU","PVG",NULL,NULL,"0.5539","8.115034532392535e-05","96.77","2.17","1.0600000000000005","387.33110669796","214.5427","0.051602999726485","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","CGO","SYD","CZ","MU","PVG",NULL,NULL,"0.291","4.263359900570911e-05","98.1638728522337","0.9490103092783504","0.887512027491409","366.2491408934709","106.5785","0.0429876585838954","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","SHE","SYD","MU","MU","INC","MU","PVG","0.3097","4.537328389026842e-05","100","0","0","424.52502421698426","131.4754","0.0480487467243897","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","SHE","SYD","MU","MU","PVG","JQ","AKL","0.1237","1.812294225775333e-05","100","0","0","376.56103476151975","46.5806","0.0426200689085469","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","SHE","SYD","9C","MU","PVG",NULL,NULL,"0.5557","8.14140583074658e-05","100","0","0","424.4446643872593","235.8639","0.0480396514087192","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","SHE","SYD","MF","MU","PVG",NULL,NULL,"0.3936","5.766523906751584e-05","100","0","0","376.5076219512195","148.1934","0.0426140235202951","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","CGQ","SYD","MU","MU","PVG",NULL,NULL,"2.3854","0.0003494783060763","98.1652687180347","0.9481663452670408","0.8869590005869036","382.3097174478074","911.9616","0.0424359135602178","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","CGQ","SYD","FM","MU","PVG",NULL,NULL,"2.9357","0.0004301012254331","98.16539053718024","0.9480008175222264","0.8870027591375139","382.3092277821303","1122.3452","0.0424358592079232","2022","Aug","DiscountEco","2022-08-01 00:00:00"
"MU","SJW","SYD","MU","MU","INC","MU","PVG","0.2984","4.37177523824866e-05","98.42","0.91","0.67","424.5365281501341","126.6817","0.0480238062496871","2022","Aug","DiscountEco","2022-08-01 00:00:00"
