"Mkt Al","Orig","Dest","Op Al","Stop-1 Al","Stop-1 Airport","Stop-2 Al","Stop-2 Airport","Total Pax","Pax Share","% POO Orig","% POO Dest","% POO Other","Fare","Rev","Yield","Year","Month","Class","Year-Month-Day"
"MU","SZX","SYD","CA","MU","PVG",NULL,NULL,"3.9087","0.0025786536738533","95.12691687773427","0","4.882107350269911","299.9888453961675","1172.5664","0.0404962906528048","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","CKG","SYD","CA","MU","PVG",NULL,NULL,"1.0551","0.0006960722212711","100","0","0","338.0220832148612","356.6471","0.0399462122709962","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","PKX","SYD","MU","MU","WUH","MU","PVG","0.1051","6.933673628622971e-05","100","0","0","353.7307326355852","37.1771","0.0398112817073029","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","SZX","SYD","CZ","MU","PVG",NULL,NULL,"0.1518","0.0001001457332849","95.12648221343876","0","4.882542819499341","299.95652173913044","45.5334","0.0404919271965282","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","UIH","SYD","VJ","VN","SGN",NULL,NULL,"0.7062","0.0004658953678909","99.91905409232513","0.0809459076748796","0","282.05380911922964","199.1864","0.0408722273878994","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","VII","SYD","QH","VN","SGN",NULL,NULL,"0.6537","0.0004312599858259","99.91919229004132","0.0808077099586966","0","305.68670644026315","199.8274","0.0404052143315777","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CI","CKG","SYD","CA","CA","PVG","CI","TPE","0.4578","0.0003020205316064","100","0","0","338.0266491917868","154.7486","0.0399467518614329","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CI","SZX","SYD","CZ","CZ","PVG","CI","TPE","0.1625","0.0001072047540105","95.12504615384614","0","4.883981538461538","300.09292307692306","48.7651","0.0405103403752362","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CI","HKG","SYD","CI","CI","TPE",NULL,NULL,"0.9681","0.0006386764452778","99.66866232827188","0.3313376717281273","0","298.67017870054747","289.1426","0.0405207520482276","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CI","HAN","SYD","CI","CI","TPE",NULL,NULL,"2.3801","0.0015702032924343","100","0","0","313.01508339985713","745.0072","0.0402855333234241","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CI","HAN","SYD","VN","CI","TPE",NULL,NULL,"0.0131","8.642352477160887e-06","100","0","0","313.43511450381675","4.106","0.0403395919868334","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CI","BMV","SYD","VN","VN","HAN","CI","TPE","0.0188","1.2402765387070587e-05","99.92085106382976","0.0791489361702127","0","280.55851063829783","5.2745","0.0407505786916057","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CI","HUI","SYD","VN","VN","HAN","CI","TPE","0.0094","6.201382693535294e-06","99.92085106382976","0.0791489361702127","0","292.7340425531915","2.7517","0.0404844202979116","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CI","CXR","SYD","VN","VN","HAN","CI","TPE","0.0188","1.2402765387070587e-05","99.92085106382976","0.0791489361702127","0","275.81914893617017","5.1854","0.0408645857943763","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"NZ","PVG","SYD","NZ","NZ","AKL",NULL,NULL,"42.8324","0.0282574578811256","100","0","0","315.3758696687554","13508.3054","0.0402393181640502","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"PR","CKG","SYD","MF","MF","XMN","PR","MNL","1.7403","0.0011481134363361","100","0","0","422.53927483767166","735.3451","0.0499341445534184","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"PR","SHA","SYD","MF","MF","XMN","PR","MNL","4.3271","0.0028546811758719","100","0","0","395.317071479744","1710.5765","0.0502842659497909","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"PR","XMN","SYD","MF","PR","MNL",NULL,NULL,"0.0383","2.526733586834061e-05","98.68318537859008","0","1.3255352480417757","372.621409921671","14.2714","0.0506976590612463","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"PR","HKG","SYD","CX","PR","MNL",NULL,NULL,"1.4889","0.0009822594353622","99.67","0.33","0","527.2720128954262","785.0553","0.0715352921723292","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","CKG","SYD","PN","MU","PVG",NULL,NULL,"0.1045","6.894090334834449e-05","100","0","0","337.8688995215311","35.3073","0.0399281095829351","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","CKG","SYD","CZ","CZ","WUH","MU","PVG","0.297","0.0001959373042531","100","0","0","337.97239057239057","100.3778","0.0399403397764374","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","CKG","SYD","MU","MU","PVG",NULL,NULL,"2.7731","0.0018294738667492","100","0","0","361.3394396163139","1002.0304","0.0427017720839888","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","CKG","SYD","HU","HU","CAN","MU","PVG","0.1502","9.909017878393628e-05","100","0","0","338.0752330226365","50.7789","0.0399524933206938","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","CKG","SYD","SC","SC","TNA","MU","PVG","0.0304","2.0055535519518395e-05","100","0","0","338.17105263157896","10.2804","0.0399638169312761","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","BHY","SYD","MU","MU","PVG",NULL,NULL,"2.5449","0.0016789254060402","95.21","3.17","1.62","347.84089748123694","885.2203","0.0458697607017787","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","TYN","SYD","MU","MU","PVG",NULL,NULL,"1.5822","0.0010438114572033","96.07999999999998","2.64","1.28","369.05271141448617","583.9152","0.0415507741428268","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","HAN","SYD","VN","VN","PQC","VN","SGN","1.9374","0.0012781445564314","100","0","0","313.00831010632805","606.4223","0.0402846615898989","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","VII","SYD","VJ","VN","SGN",NULL,NULL,"1.3359","0.0008813220362014","99.91915263118496","0.080847368815031","0","305.69009656411407","408.3714","0.0404056624331075","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","PKX","SYD","MF","MU","HGH",NULL,NULL,"0.0859","5.667008227390232e-05","100","0","0","353.4598370197904","30.3622","0.039780793257534","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","SZX","SYD","ZH","MU","PVG",NULL,NULL,"2.5427","0.0016774740186012","95.12668423329532","0","4.882340425531915","300.0053093168679","762.8235","0.0404985131611686","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","WDS","SYD","CZ","CZ","CAN",NULL,NULL,"6.1253","0.004040992490714","95.21","3.17","1.62","361.7606647837657","2215.8926","0.0426299364311028","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","VCS","SYD","VN","VN","SGN",NULL,NULL,"3.9128","0.0025813585322622","99.8","0.2","0","310.4452310365979","1214.7101","0.0465946190010147","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","CAH","SYD","VN","VN","SGN",NULL,NULL,"2.9597","0.0019525779104315","99.79999999999998","0.2","0","314.8006216846302","931.7154","0.0462321051605853","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","NAO","SYD","CZ","CZ","CAN",NULL,NULL,"6.3991","0.0042216242547023","97.06","1.25","1.6900000000000002","363.6115391226891","2326.7866","0.0423262897699273","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","PKX","SYD","CZ","CZ","CAN",NULL,NULL,"26.4535","0.0174519443705782","100","0","0","353.59959929687943","9353.947","0.0397965230623598","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","CKG","SYD","MU","MU","PVG",NULL,NULL,"3.3849","0.0022330915190795","100","0","0","338.01190581701087","1144.1365","0.0399450095433784","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SHA","SYD","CZ","CZ","CAN",NULL,NULL,"25.43","0.0167767193507023","100","0","0","316.2482776248525","8042.1937","0.0402267284808271","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","CZ","CZ","CAN",NULL,NULL,"12.9762","0.0085606789476439","100","0","0","338.01834127094213","4386.1936","0.0399457700617635","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","SGN","SYD","SQ","SQ","SIN","SQ","MEL","0.8012","0.0005285689163894","99.5987069395906","0.4012930604093859","0","349.5745132301548","280.0791","0.0511576851879014","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","SZX","SYD","9C","9C","ZYI","MU","PVG","1.5336","0.0010117489892346","95.12676056338027","0","4.882263954094939","299.9883933229004","460.0622","0.0404962296262343","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","TSN","SYD","CZ","CZ","CAN",NULL,NULL,"4.2956","0.002833899946633","100","0","0","350.7588695409256","1506.7198","0.0398230323767829","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","CXR","SYD","VJ","VN","SGN",NULL,NULL,"0.2522","0.0001663817782244","99.91936558287074","0.0806344171292625","0","276.74068199841395","69.794","0.0410011175291368","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","CKG","SYD","ZH","ZH","SZX","MU","HGH","0.2136","0.0001409165258871","100","0","0","338.05009363295875","72.2075","0.0399495224396589","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","DAD","SYD","QH","VN","SGN",NULL,NULL,"0.342","0.0002256247745945","99.9191461988304","0.0808538011695906","0","291.4035087719298","99.66","0.0406624174802181","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","VDH","SYD","VN","VN","SGN",NULL,NULL,"0.2958","0.0001951456383774","99.91909398242056","0.0809060175794455","0","299.6940500338066","88.6495","0.0404916826548641","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","BMV","SYD","VN","VN","SGN",NULL,NULL,"1.2505","0.0008249818147091","99.9191843262695","0.0808156737305078","0","281.5057177129148","352.0229","0.0408881586792654","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","SGN","SYD","TR","SQ","SIN",NULL,NULL,"1.2874","0.000849325540389","99.59888535031848","0.4011146496815286","0","349.60183315208945","450.0774","0.0511616832595937","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","TBB","SYD","VN","VN","SGN",NULL,NULL,"1.2284","0.0008104019681636","99.91914360143276","0.0808563985672419","0","279.61250407033543","343.476","0.0409288938552957","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","HAN","SYD","VN","VN","DAD","VN","SGN","1.5916","0.0010500128398968","100","0","0","312.9835385775321","498.1446","0.0402814734551996","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","XMN","SYD","CZ","CZ","CAN",NULL,NULL,"0.0554","3.654857459806971e-05","98.68624548736462","0","1.3224548736462096","297.4873646209386","16.4808","0.0404751648321856","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"SQ","HAN","SYD","SQ","SQ","SIN","SQ","MEL","0.2988","0.0001971248030668","100","0","0","391.3142570281124","116.9247","0.0503627600632238","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","SZX","SYD","CZ","MU","HGH",NULL,NULL,"0.7591","0.0005007946385811","95.12641285733103","0","4.882612304044263","300.00461072322486","227.7335","0.0404984188561581","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","DAD","SYD","VJ","VN","SGN",NULL,NULL,"2.6","0.0017152760641693","99.91916153846154","0.0808384615384615","0","291.4261923076923","757.7081","0.0406655827386085","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","HAN","SYD","VN","VN","CXR","VN","SGN","0.8637","0.0005698015140857","100","0","0","312.98529582030795","270.3254","0.0402816996151073","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","SZX","SYD","ZH","MU","HGH",NULL,NULL,"0.586","0.0003865968360012","95.1270989761092","0","4.881924914675769","299.97764505119454","175.7869","0.0404947786885021","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","SHA","SYD","MF","MF","XMN",NULL,NULL,"10.6371","0.0070175242392983","100","0","0","316.247200834814","3363.9531","0.0402265915133128","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MF","PKX","SYD","MF","MF","XMN",NULL,NULL,"10.5818","0.0069810416368565","100","0","0","353.60052165038087","3741.73","0.0397966268703462","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","XIY","SYD","MU","MU","PVG",NULL,NULL,"1.1452","0.0007555131341102","95.62","3.01","1.37","366.8788857841425","420.1497","0.0418443410196966","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","TSN","SYD","GS","MU","HGH",NULL,NULL,"0.2321","0.0001531213748052","100","0","0","350.71003877638947","81.3998","0.0398174884282589","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","HAN","SYD","VN","VN","UIH","VN","SGN","0.5835","0.0003849475320933","100","0","0","312.9972579263068","182.6339","0.0402832391569549","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","HTN","SYD","CZ","CZ","CAN",NULL,NULL,"2.2121","0.0014593700698265","95.21","3.17","1.6200000000000003","423.3902626463541","936.5816","0.0381168518355981","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","TSN","SYD","CA","MU","HGH",NULL,NULL,"0.3054","0.0002014789653835","100","0","0","350.77897838899804","107.1279","0.0398253154133","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","XMN","SYD","MF","MU","HGH",NULL,NULL,"1.0835","0.0007148083136644","98.68580526072913","0","1.322898015689894","297.9271804337794","322.8041","0.040535004743515","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","CKG","SYD","3U","MU","HGH",NULL,NULL,"0.2127","0.0001403227764803","100","0","0","338.0432534085566","71.9018","0.0399487140869815","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","SZX","SYD","HU","MU","HGH",NULL,NULL,"0.7138","0.0004709092517707","95.12653404314932","0","4.882490893807789","300.02913981507425","214.1608","0.0405017301033869","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","HUI","SYD","VJ","VN","SGN",NULL,NULL,"0.2504","0.0001651942794107","99.91928115015972","0.0807188498402556","0","293.7476038338658","73.5544","0.040624593407013","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","CKG","SYD","HO","MU","PVG",NULL,NULL,"0.7533","0.0004969682535149","100","0","0","338.013805920616","254.6258","0.0399452340906661","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"MU","SZX","SYD","HO","HO","YIH","MU","PVG","1.4009","0.0009242039378057","95.12654721964452","0","4.8824776929117","300.0127061174959","420.2878","0.0404995116749224","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"VN","PQC","SYD","VJ","VN","SGN",NULL,NULL,"0.8022","0.0005292286379525","99.9191573173772","0.0808426826227873","0","285.00710545998504","228.6327","0.0408147509336782","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"QF","DAD","SYD","VN","VN","SGN","QF","BKK","1.8512","0.0012212765576885","99.91915082108902","0.0808491789109766","0","418.8872082973206","775.444","0.0584514806039614","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"QF","HUI","SYD","VN","VN","SGN","QF","BKK","2.327","0.0015351720774315","99.9191628706489","0.0808371293510958","0","422.2489901160292","982.5734","0.0583960288223734","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"QF","HUI","SYD","VN","VN","SGN","QF","SIN","0.7238","0.0004775064674022","99.9191378833932","0.0808621166067974","0","422.2373583862946","305.6154","0.0583944201818775","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"QF","PQC","SYD","VN","VN","SGN","QF","SIN","0.824","0.000543610568029","99.91918932038834","0.0808106796116504","0","409.4929611650485","337.4222","0.0586418826017387","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"QF","UIH","SYD","VN","VN","SGN","QF","SIN","2.0408","0.0013463597660603","99.91912779302233","0.0808722069776558","0","405.2383869070953","827.0105","0.0587228215342797","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"QF","TBB","SYD","VN","VN","SGN","QF","SIN","0.2724","0.0001797081537998","99.91897209985318","0.0810279001468428","0","401.5947136563877","109.3944","0.0587843074569925","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","OQ","CZ","CAN",NULL,NULL,"0.398","0.0002625691821305","100","0","0","361.3394472361809","143.8131","0.0427017729844767","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","CA","CZ","CAN",NULL,NULL,"0.9194","0.0006065480051528","100","0","0","338.02284098325","310.7782","0.0399463018212901","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","CZ","CZ","CAN",NULL,NULL,"1.8352","0.0012107210126782","100","0","0","338.027735396687","620.3485","0.0399468802251514","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","CZ","CZ","HAK","CZ","CAN","0.263","0.0001735067711063","100","0","0","337.95095057034223","88.8811","0.0399378060754887","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","CZ","CZ","SYX","CZ","CAN","0.1282","8.457630439481113e-05","100","0","0","338.0483619344774","43.3378","0.0399493177938722","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","CZ","CZ","CAN","VA","MEL","0.0498","3.285413384447421e-05","100","0","0","338.17269076305223","16.841","0.0399640105196563","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","MU","MU","KMG","CZ","CAN","0.054","3.562496440967083e-05","100","0","0","338.2462962962963","18.2653","0.0399727089520999","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","HU","CZ","CAN",NULL,NULL,"0.3429","0.0002262185240014","100","0","0","338.03587051618547","115.9125","0.0399478416037904","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","JD","CZ","CAN",NULL,NULL,"0.1321","8.714921849106513e-05","100","0","0","338.09689629068885","44.6626","0.0399550534064015","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","MF","MF","FOC","CZ","CAN","0.0529","3.489927069021457e-05","100","0","0","338.1550094517958","17.8884","0.0399619210070246","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","MF","MF","XMN","CZ","CAN","0.052","3.430552128338673e-05","100","0","0","337.83076923076925","17.5672","0.0399236034847706","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CKG","SYD","3U","CZ","CAN",NULL,NULL,"0.2707","0.0001785866271425","100","0","0","338.0243812338382","91.5032","0.0399464838424658","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","ENY","SYD","CZ","CZ","CAN",NULL,NULL,"4.6137","0.0030437573758684","95.21","3.170000000000001","1.6200000000000003","369.73045494938987","1705.8254","0.0414618034291851","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","HYN","SYD","CZ","CZ","CAN",NULL,NULL,"5.368","0.0035413853509465","95.21","3.17","1.62","347.9953986587183","1868.0393","0.0458220629386101","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","HYN","SYD","MU","CZ","CAN",NULL,NULL,"0.6451","0.0004255863803829","95.21","3.17","1.6200000000000003","347.97302743760656","224.4774","0.0458191172229319","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","BHY","SYD","CZ","CZ","CAN",NULL,NULL,"3.9272","0.0025908585227714","95.21","3.17","1.6200000000000003","347.8453605622326","1366.0583","0.0458703492480328","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CGQ","SYD","CZ","CZ","NKG","CZ","CAN","0.3205","0.000211440760987","95.12","3.42","1.46","371.5310452418096","119.0757","0.0412394940575141","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","TSN","SYD","CA","CA","CTU","CZ","CAN","0.5198","0.0003429232685212","100","0","0","350.7662562524048","182.3283","0.039823871019155","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SHA","SYD","CA","CZ","CAN",NULL,NULL,"0.0517","3.410760481444412e-05","100","0","0","316.13733075435204","16.3443","0.0402126160572942","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SHA","SYD","CZ","CZ","CAN","QF","MEL","2.0393","0.0013453701837155","100","0","0","316.25327318197424","644.9353","0.0402273639148649","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SHA","SYD","CZ","CZ","CAN","CZ","MEL","2.9121","0.0019211751640259","100","0","0","316.2539061158613","920.963","0.0402274444239503","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SHA","SYD","CZ","CZ","CAN","JQ","MEL","2.5367","0.0016735156892224","100","0","0","316.24961564237","802.2304","0.0402268986764335","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SHA","SYD","CZ","CZ","CAN","VA","MEL","5.0223","0.0033133196065683","100","0","0","316.2448081556259","1588.2763","0.0402262871649167","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SHA","SYD","MU","CZ","CAN",NULL,NULL,"0.1365","9.005199336889018e-05","100","0","0","316.17875457875454","43.1584","0.0402178851608903","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SHA","SYD","9C","CZ","CAN",NULL,NULL,"0.7705","0.0005083154644009","100","0","0","316.22128487994814","243.6485","0.0402232950081507","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SHA","SYD","FM","CZ","CAN",NULL,NULL,"0.6232","0.0004111384781501","100","0","0","316.25048138639283","197.0873","0.0402270087989297","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SHA","SYD","HO","CZ","CAN",NULL,NULL,"0.2642","0.0001742984369821","100","0","0","316.14231642694926","83.5248","0.0402132502340219","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SHA","SYD","MF","MF","XMN","CZ","CAN","0.0536","3.536107578441402e-05","100","0","0","316.3488805970149","16.9563","0.0402395251622065","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","XMN","SYD","CZ","CZ","CAN","VA","MEL","0.0507","3.344788325130206e-05","98.68656804733727","0","1.322130177514793","297.956607495069","15.1064","0.0405390084939187","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","XMN","SYD","MF","CZ","CAN",NULL,NULL,"0.5235","0.0003453642383048","98.68","0","1.32","344.85692454632283","180.5326","0.0469201133376491","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","ZUH","SYD","CZ","CZ","HAK","CZ","CAN","0.4486","0.0002959510932255","95.21","3.17","1.62","345.1275078020508","154.8242","0.0468032060787149","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CZX","SYD","ZH","CZ","CAN",NULL,NULL,"0.4501","0.0002969406755702","95.21","3.17","1.6200000000000003","353.7731615196623","159.2333","0.0442302717086947","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","CIF","SYD","CZ","CZ","CAN",NULL,NULL,"5.9083","0.0038978329115121","95.21","3.170000000000001","1.6200000000000003","372.5991401926104","2201.4275","0.0411156759305031","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","AQG","SYD","CZ","CZ","CAN",NULL,NULL,"7.024","0.0046338842595097","95.21","3.17","1.62","353.5821184510251","2483.5608","0.0442776585516519","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","JUZ","SYD","AQ","CZ","CAN",NULL,NULL,"0.1837","0.0001211908511491","95.21","3.17","1.62","349.76428960261296","64.2517","0.0452495217318827","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","LZH","SYD","CZ","CZ","CAN",NULL,NULL,"4.2057","0.0027745909781065","96.01999999999998","2.72","1.26","351.0387331478707","1476.3636","0.0449279825706778","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","LZO","SYD","CZ","CZ","CAN",NULL,NULL,"5.0122","0.0033066564187805","95.21","3.17","1.62","361.4754997805355","1811.7875","0.0426772679999578","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","LZO","SYD","MF","CZ","CAN",NULL,NULL,"0.4064","0.0002681108432609","95.21","3.17","1.62","361.5201771653543","146.9218","0.0426825427937588","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","HSN","SYD","HU","CZ","CAN",NULL,NULL,"0.4297","0.0002834823556821","95.21","3.17","1.62","346.8210379334419","149.029","0.0461960559669564","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","DAX","SYD","CA","CZ","CAN",NULL,NULL,"0.3962","0.0002613816833168","95.21","3.17","1.62","362.942200908632","143.7977","0.0424391846648921","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","PZI","SYD","CZ","CZ","CAN",NULL,NULL,"4.7989","0.0031659378093623","95.21","3.17","1.62","354.1492008585301","1699.5266","0.0441440542434748","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","JGS","SYD","CZ","CZ","CAN",NULL,NULL,"3.4178","0.0022547963585069","95.21","3.17","1.62","350.2113932939318","1196.9525","0.0451569350967","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","ACX","SYD","CZ","CZ","CAN",NULL,NULL,"6.378","0.00420770412972","95.21","3.17","1.62","356.2678896205707","2272.2766","0.0436722435512334","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","SQD","SYD","CZ","CZ","CAN",NULL,NULL,"5.5007","0.0036289304023754","95.21","3.17","1.62","349.91195666006143","1924.7607","0.0452403680677186","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","TCZ","SYD","CZ","CZ","CAN",NULL,NULL,"2.4555","0.0016199462982953","95.21000000000002","3.170000000000001","1.62","363.4340052942375","892.4122","0.0423532296297087","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","HIA","SYD","CZ","CZ","CAN",NULL,NULL,"7.1097","0.004690422397471","95.21","3.17","1.62","357.1206239363124","2539.0205","0.0434936235001564","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","YTY","SYD","CZ","CZ","CAN",NULL,NULL,"6.2021","0.0040916591067633","95.21","3.170000000000001","1.62","354.795956208381","2200.48","0.0439952076521952","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","ZQZ","SYD","CZ","CZ","CAN",NULL,NULL,"2.9381","0.0019383279246676","95.21","3.17","1.6200000000000003","372.660494877642","1094.9138","0.0411078457657231","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","JUH","SYD","CZ","CZ","CAN",NULL,NULL,"5.8425","0.0038544232326574","95.21","3.17","1.62","353.4606418485238","2065.0938","0.0443070929336763","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","DCY","SYD","CZ","CZ","CAN",NULL,NULL,"1.6851","0.0011116968060506","95.21","3.17","1.62","368.02901904931457","620.1657","0.0416847665969811","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","PKX","SYD","CZ","CZ","CAN","QF","MEL","0.5479","0.0003614614444455","100","0","0","353.5853257893776","193.7294","0.0397949166239713","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","PKX","SYD","CZ","CZ","CAN","CZ","MEL","0.2494","0.0001645345578476","100","0","0","353.59863672814754","88.1875","0.0397964147282756","2022","Jan","DiscountEco","2022-01-01 00:00:00"
"CZ","PKX","SYD","CZ","CZ","CAN","JQ","MEL","0.6224","0.0004106107008996","100","0","0","353.6195372750643","220.0928","0.0397987670191127","2022","Jan","DiscountEco","2022-01-01 00:00:00"
